,cell_index,n.p.mean,n.t1.mean,n.t2.mean,n.a1.mean,n.chi.mean,f.p.mean,f.t1.mean,f.t2.mean,f.a1.mean,f.a2.mean,f.chi.mean,rr.mean,n.tm.mean,f.tm.mean,n.p.sd,n.t1.sd,n.t2.sd,n.a1.sd,n.chi.sd,f.p.sd,f.t1.sd,f.t2.sd,f.a1.sd,f.a2.sd,f.chi.sd,rr.sd,n.tm.sd,f.tm.sd,npix,celltype,NADH,FAD,Group
1304,136,19.33333333,162.8733333,1423.733333,86.67723333,0.961618333,10.66666667,142.903,1654.316667,93.71683333,6.283196667,1.106043333,0.613873296,330.5196678,238.2237127,11.06044002,31.6537831,49.13653461,2.770450401,0.060244374,1.527525232,9.923416297,113.2908016,0.814268613,0.814249894,0.061279697,0.110622733,63.31664624,25.37922864,3,cell,NADH,FAD,CD4 Spleen FOV3
1305,138,17.51666667,180.86041,1752.76765,89.42232667,1.099860067,15.51666667,199.9335667,1482.432433,85.75047167,14.24953,1.092603417,0.581205919,343.2865675,358.4320312,14.55031209,71.33177047,417.4270228,3.636646366,0.104073167,22.44276462,75.35653076,370.3868726,9.404551227,9.404550222,0.158174925,0.117711322,107.5614765,84.25324985,60,cell,NADH,FAD,CD4 Spleen FOV3
1306,139,20.64285714,210.8503571,1943.184643,84.95157857,1.125449536,12.14285714,215.4170714,2327.715357,90.96410357,9.035899643,0.978526643,0.614480913,469.1536132,404.6949301,10.66393814,76.9385189,192.7997808,5.778931592,0.067968174,6.731431446,53.65550891,361.4995183,2.380652943,2.380649803,0.086750916,0.111967069,163.720564,101.7731056,28,cell,NADH,FAD,CD4 Spleen FOV3
1307,141,15.66666667,236.8356667,2051.896667,84.0363,1.152093333,9.333333333,304.6353333,2378.223333,89.29076667,10.70924667,0.945112667,0.628614719,519.6510483,522.1397982,3.511884584,80.12004553,353.2109192,7.816425608,0.133837738,3.511884584,34.60713126,356.572884,2.10129394,2.101278927,0.180826662,0.130987423,198.1738826,26.37612155,3,cell,NADH,FAD,CD4 Spleen FOV3
1308,142,21.4625,339.7132938,2213.25825,78.35821875,0.962272188,13.4,288.237675,2052.37345,82.95018125,17.04981925,1.027751938,0.617445777,734.1111771,573.9803072,11.88759991,128.1678056,426.1429725,5.972952815,0.091679637,7.781184707,77.47791779,549.5626469,4.145941349,4.145940397,0.122276925,0.08683527,156.2686693,111.91294,80,cell,NADH,FAD,CD4 Spleen FOV3
1309,144,11.04,265.20556,2366.154,87.124344,1.10423432,7.84,231.7738,1794.2928,86.352836,13.6471632,1.03163972,0.573016975,520.3936781,436.9695319,5.518755898,43.16553892,586.0549193,4.201081195,0.097918745,3.519943181,45.31235624,341.5563047,4.255288816,4.255289577,0.079858159,0.11850204,81.39573086,79.47306348,25,cell,NADH,FAD,CD4 Spleen FOV3
1310,145,14.3125,268.7475625,2243.50875,83.69914375,0.976109938,9.75,195.1595813,1623.278875,82.42338125,17.57661875,0.984312125,0.595418046,588.4774993,422.2559422,4.285148772,78.35138419,278.2532308,2.285105717,0.111231938,3.336665002,35.10715179,356.1044626,7.81459219,7.81459219,0.088500292,0.08656749,93.21854358,37.72871738,16,cell,NADH,FAD,CD4 Spleen FOV3
1311,147,13.09677419,432.3402903,2062.919677,81.67354194,1.104312226,7.419354839,347.4878387,2114.005161,87.61614839,12.38385,1.107134387,0.632808882,713.1736866,551.9886619,5.878519307,78.86671937,471.0507427,6.197589408,0.103688519,3.074347557,46.54137027,512.3071038,3.335174594,3.335177597,0.149608294,0.142919902,59.00326132,52.11815363,31,cell,NADH,FAD,CD4 Spleen FOV3
1312,148,19.15652174,220.6561374,1889.343391,84.6933,1.026598617,10.97391304,279.8160783,1859.620696,84.00405826,15.99594078,1.03222733,0.639638469,475.4649789,514.6999817,10.87697657,88.15315598,333.1689034,6.05701616,0.120317509,6.721869087,75.40562788,403.5817769,6.797109758,6.797110831,0.133062592,0.097027667,168.6133654,129.5384348,115,cell,NADH,FAD,CD4 Spleen FOV3
1313,150,14.32692308,250.9451135,2141.437885,86.82433269,1.022998462,11.34615385,191.5255769,1822.033462,89.58399423,10.41600865,0.974367712,0.573327955,488.6074476,355.6116714,5.249542105,97.6924064,558.232251,3.510604472,0.124283012,5.930594043,68.41817122,476.628928,3.656813347,3.656811553,0.09411827,0.108388768,117.3744844,112.2202456,52,cell,NADH,FAD,CD4 Spleen FOV3
1314,151,10.82758621,90.64904483,1248.871931,93.61498621,0.885359241,6.482758621,157.8708966,1417.105379,89.80097586,10.19902069,0.881248966,0.626489747,167.8091817,281.4778199,3.317367346,36.56577663,350.2386458,2.05293533,0.068745432,2.848817921,19.90327318,314.5899921,2.778556213,2.778558046,0.120278336,0.131146968,73.79947804,36.48839667,29,cell,NADH,FAD,CD4 Spleen FOV3
1315,153,10.66666667,156.2204394,1483.341939,90.16005152,1.010446182,6.787878788,186.0760606,1877.882727,92.91077273,7.089228485,0.948967091,0.613405709,283.074854,303.7132669,4.128155359,54.31647884,477.4590771,4.358799603,0.133189262,3.069584416,32.90864981,217.1656301,2.14484091,2.144839278,0.101774711,0.134938313,111.5960423,57.89787759,33,cell,NADH,FAD,CD4 Spleen FOV3
1316,154,18.2,238.66745,1729.0955,82.445845,1.0297879,11.9,199.93315,1759.832,91.60604,8.39397,1.02171545,0.610186633,487.8776465,327.3427451,5.502152689,67.37496671,292.2672489,5.684308674,0.125688171,5.359693628,42.26891173,478.5551432,1.006024289,1.006023188,0.090853967,0.116693072,103.5433896,64.67369299,20,cell,NADH,FAD,CD4 Spleen FOV3
1317,156,19.79591837,568.6684082,2587.970204,74.92104898,0.94761951,13.67346939,258.5212245,2079.948163,84.72897551,15.27102449,0.921587816,0.593138862,1054.920417,535.0468508,9.595961807,160.8282331,479.0558329,6.795392947,0.089981129,6.859870489,71.92225355,253.1618429,2.468613814,2.468613814,0.078234483,0.08280006,118.091176,110.775855,49,cell,NADH,FAD,CD4 Spleen FOV3
1318,157,16,256.3418182,2506.39,88.12579091,1.112985091,11.09090909,141.2781818,1497.823636,90.97591818,9.02408,1.092874727,0.584903156,516.0761987,260.3290435,8.270429251,83.53100178,904.0475486,2.81412653,0.095315291,5.872896142,16.72566778,179.2875298,3.72665441,3.726655819,0.071203168,0.121113847,161.8260521,32.73167056,11,cell,NADH,FAD,CD4 Spleen FOV3
1319,159,22.80487805,327.0151098,1919.476463,77.00895366,0.934638963,14.59756098,280.8818049,1837.121098,83.6262439,16.37375524,0.947012951,0.607668023,687.5040192,527.5910686,10.40469864,86.44469202,214.6278793,6.12171676,0.122742642,6.99357687,81.86383023,297.821972,4.180583711,4.18058542,0.094674774,0.100234464,137.7879729,93.85604583,82,cell,NADH,FAD,CD4 Spleen FOV3
1320,160,12.6875,294.4320625,1687.478125,77.70675625,0.976546938,9.1875,235.1025,1905.633125,83.57814375,16.42185813,0.918556125,0.592918817,601.472125,476.7214611,3.754441814,161.4089442,280.6597753,5.002288006,0.120104146,3.970201506,36.15949149,636.2109891,6.105822332,6.105820373,0.060773956,0.074330119,139.6052174,47.01310665,16,cell,NADH,FAD,CD4 Spleen FOV3
1321,162,24.32,467.77371,2607.6072,75.724811,0.97068403,20.15,233.46718,2291.7261,83.549424,16.4505773,0.9880512,0.547549027,967.5684528,575.3434646,14.3926749,188.1312539,467.5509084,7.050222707,0.126743145,12.5,53.07747583,205.5686362,4.084215897,4.084213488,0.063899308,0.096696778,208.0571401,136.319482,100,cell,NADH,FAD,CD4 Spleen FOV3
1322,163,15.57142857,413.88,1962.546429,78.45081905,1.036066214,12.71428571,260.5282619,1958.986667,88.93485238,11.065145,0.963157738,0.549901678,733.0823699,443.4245316,5.869070883,142.9619564,402.3802537,6.238810628,0.133380965,4.607976723,45.60002135,325.0401015,2.57027233,2.570275528,0.077065534,0.106901916,120.4754966,65.43609071,42,cell,NADH,FAD,CD4 Spleen FOV3
1323,165,20.34615385,510.4565769,2453.260385,75.64909615,1.087042885,10.03846154,450.3279231,2193.033077,84.31150385,15.68849538,0.971819615,0.669917216,952.7302978,701.1184956,10.96154116,105.8233173,583.8162694,6.439454493,0.128638191,5.399857548,59.67768264,582.0403154,4.803341091,4.803342496,0.084918803,0.102189441,98.58093486,75.86718826,26,cell,NADH,FAD,CD4 Spleen FOV3
1324,166,13.66666667,372.016,3057.67,91.2287,0.868726,10.66666667,133.7116667,1563.84,93.1609,6.839103333,1.069586667,0.554865424,604.6937321,231.4278878,3.785938897,3.234195882,305.1612657,1.809846145,0.073458858,0.577350269,15.27582601,154.538171,0.815885415,0.815909336,0.04350537,0.076974375,31.08769045,29.17943544,3,cell,NADH,FAD,CD4 Spleen FOV3
1325,168,16.51851852,289.4975185,2303.653704,83.9397,0.946037815,9.333333333,250.6071852,1770.137037,84.65668148,15.34331852,0.999480815,0.642547366,569.9848249,477.7033492,4.182108139,121.5669988,1236.016525,5.400502412,0.093041178,3.464101615,74.12644383,259.802245,3.285265208,3.285265208,0.098076952,0.095413008,162.3033766,79.12161168,27,cell,NADH,FAD,CD4 Spleen FOV3
1326,169,19.16216216,544.3609189,2735.238108,81.77115405,1.089469108,10.02702703,459.9799189,2285.878378,80.63128108,19.36871676,0.876331216,0.649759717,924.7199137,755.313497,13.40918738,116.6836098,505.1689854,5.72441621,0.096454023,6.521274954,126.8379918,809.5026906,10.00603959,10.00604221,0.082431221,0.114178879,125.1461134,85.99808393,37,cell,NADH,FAD,CD4 Spleen FOV3
1327,172,15.2,193.4712,2651.314,92.719,0.8291842,10.3,171.414,1709.8069,91.31908,8.680905,1.202713,0.597485143,370.9159033,296.6148933,3.938414797,57.75066189,652.0783381,1.306454567,0.066198397,3.400980251,30.36148335,381.5259434,2.844480193,2.844484229,0.137692191,0.07936011,105.792268,45.71531362,10,cell,NADH,FAD,CD4 Spleen FOV3
1328,174,12,112.5477435,1379.106435,90.52916522,1.032813435,6.565217391,202.4552174,944.6219565,77.70707391,22.29292609,1.137027522,0.643830081,226.6362654,355.8950662,4.917501213,29.74948727,373.4076869,2.617761969,0.095090804,3.027541561,75.49041103,252.7360792,7.534856641,7.534856641,0.098412091,0.130976963,52.75787256,65.85394463,23,cell,NADH,FAD,CD4 Spleen FOV3
1329,175,15.48571429,244.5519429,1886.457143,78.51022,1.083532286,8.628571429,267.3164286,2442.156857,89.07802,10.92198429,1.082016086,0.644959835,599.6897266,503.5190699,6.045763848,57.90922387,247.5385133,4.130330782,0.119186052,4.257075179,61.87251966,400.0308911,1.35722249,1.357217921,0.128829717,0.096929173,130.1661082,99.18645088,35,cell,NADH,FAD,CD4 Spleen FOV3
1330,177,24.20930233,388.5656744,2148.105349,78.1578186,0.995925791,14.1627907,334.9495581,1891.977907,83.31861163,16.68138837,1.021192744,0.629336904,757.9064266,588.2607812,15.45278237,94.38211967,384.0141428,6.129442465,0.083198269,8.657312441,52.74414772,276.6140792,3.065842141,3.065842141,0.061383133,0.083840555,105.5991868,51.37578433,43,cell,NADH,FAD,CD4 Spleen FOV3
1331,178,21.45689655,405.6124224,2008.997845,78.56559828,1.058949284,11.34482759,344.0321724,2170.940103,84.61485486,15.38514629,1.007809845,0.647794044,734.5099651,579.2394067,13.05732661,82.9802111,374.7783906,5.604185669,0.169629608,6.452641452,88.92177325,663.9052691,12.44063934,12.44064279,0.145127058,0.097865174,79.89277404,75.31959445,116,cell,NADH,FAD,CD4 Spleen FOV3
1332,180,17.5,480.6743438,2340.748125,79.41679063,0.89190125,9.40625,130.6503656,1468.24375,83.32380313,16.67619688,0.955906875,0.64340172,847.4793184,353.6605468,5.90789521,73.71478988,400.5118405,6.332667618,0.076096344,3.14036545,39.98225916,177.7352524,2.937705489,2.937705489,0.098646959,0.096559896,58.05542032,82.35416145,32,cell,NADH,FAD,CD4 Spleen FOV3
1333,181,24.87096774,344.5562903,2215.872581,79.76672581,0.966017774,15.90322581,259.615,2027.243871,88.41314516,11.58685935,0.91641829,0.611686094,705.9568405,457.4356473,12.21404092,78.54691955,524.9101401,4.770189818,0.123560073,8.427553377,72.41132967,438.4984755,3.139002336,3.138998972,0.089528444,0.077559436,82.1255857,99.00622511,31,cell,NADH,FAD,CD4 Spleen FOV3
1334,183,17.06521739,377.953413,2237.442391,77.98246522,1.024546391,10.5,253.4668043,1984.258478,82.73236522,17.26763478,0.982401848,0.625373755,768.4911553,548.9067829,6.381926473,75.26809888,473.2178226,5.485060039,0.135988439,5.328122454,30.19028964,198.8148206,3.596466023,3.596466023,0.13853667,0.117902846,72.19281236,73.86065707,46,cell,NADH,FAD,CD4 Spleen FOV3
1335,184,19.8125,286.3990625,1733.971875,76.44845,0.892490688,12.875,197.9228125,1416.970625,82.00456875,17.99543125,0.953389938,0.594502942,611.08183,415.2572995,14.28854436,85.05602767,398.1654347,5.86390703,0.080757202,7.804912983,36.76310566,153.9004695,2.101095579,2.101095579,0.083559253,0.106665956,67.97208379,24.74446464,16,cell,NADH,FAD,CD4 Spleen FOV3
1336,186,21.39837398,471.6289106,2444.176423,82.61592195,1.005341447,10.5203252,354.165065,1677.324472,82.85488374,17.14511585,1.007231707,0.664822454,803.5104573,572.8066462,11.46465691,232.1529651,568.9821584,6.08053451,0.126730069,5.553539107,122.409497,333.617697,5.129434907,5.129435491,0.098944103,0.089096982,303.0169052,135.8307441,123,cell,NADH,FAD,CD4 Spleen FOV3
1337,187,13.22807018,144.8959702,1945.197895,92.37282632,1.075427561,8.210526316,148.3424719,1654.758421,91.80260175,8.197393684,1.089503877,0.620324962,281.5444582,270.9403481,4.605964859,59.27376083,380.053081,2.614611408,0.097645365,3.467897892,32.37902713,350.2150373,1.944444554,1.944448175,0.108167871,0.121783303,104.4510443,60.85497179,57,cell,NADH,FAD,CD4 Spleen FOV3
1338,189,14.125,373.80925,1977.191875,81.57276875,1.042721563,10,248.15575,1511.341875,86.01165,13.98834813,1.073705563,0.587601536,665.3180179,429.1309076,5.09738495,112.4042615,249.6176131,7.100858107,0.091969102,3.966526608,45.03932553,244.5986011,2.848155493,2.848159264,0.203145915,0.087640652,214.5277864,93.45174757,16,cell,NADH,FAD,CD4 Spleen FOV3
1339,190,13.87878788,183.9374182,1631.31397,86.92227273,1.072063652,11.59090909,183.6593636,1613.621364,91.40637273,8.593628636,1.070995167,0.533168468,368.7758431,307.5006655,5.840219046,149.5018353,512.7830216,4.677352532,0.11498819,3.590488601,55.79181723,292.8642439,2.726668277,2.7266689,0.120516583,0.107244118,195.3012227,99.21849993,66,cell,NADH,FAD,CD4 Spleen FOV3
1340,192,19.85714286,268.3069351,2233.808831,83.46027013,1.037063987,12.09090909,248.2785052,1406.695429,77.09089481,22.90910545,1.170278429,0.636155551,582.4983819,483.390204,8.611061255,80.30966127,494.9509559,5.05673274,0.09238247,8.3668862,92.90461861,446.8060952,10.84615751,10.84615719,0.196698257,0.104957464,159.2958345,110.3318749,77,cell,NADH,FAD,CD4 Spleen FOV3
1341,195,13.96491228,236.3624737,2151.157368,88.93955965,1.010523316,8.368421053,213.4212105,1678.637544,86.67379298,13.32620596,0.962834649,0.622116311,434.5475452,398.5523681,5.525799594,45.43837129,639.0824578,2.925261976,0.11020211,3.56386417,55.5726216,414.7902106,3.389935723,3.389937384,0.121747125,0.111397608,53.92989616,63.45657069,57,cell,NADH,FAD,CD4 Spleen FOV3
1342,196,16.22222222,590.3755556,2840.598333,80.43756389,1.057741056,10.52777778,246.8688333,2119.645278,85.61920278,14.38079722,1.112437833,0.597838446,1018.645653,513.7470024,6.715062434,175.6329954,460.0062954,4.750210168,0.109386416,4.191734119,39.42600581,278.1462604,2.0614062,2.0614062,0.07002972,0.11008464,216.193573,66.05256405,36,cell,NADH,FAD,CD4 Spleen FOV3
1343,198,13.11764706,224.7931176,1807.124706,84.26666471,1.020358824,10.35294118,224.9940588,1608.877059,86.39420588,13.60579588,1.028447294,0.562311997,453.4070111,409.9643173,2.471900912,87.40735037,286.6224279,7.319982311,0.09284956,2.69121665,39.77118309,282.6355673,2.48091443,2.480911698,0.098012656,0.074580682,142.7575666,66.39696386,17,cell,NADH,FAD,CD4 Spleen FOV3
1344,199,16.4516129,338.6250806,1834.038387,77.99195,1.071052,9.129032258,375.7908065,2164.060161,87.69826129,12.3017421,1.024579226,0.643946331,643.5194831,586.9225556,7.802222086,110.0553631,601.5960872,8.454793861,0.125254742,4.823045331,81.61306885,442.793152,3.059438074,3.059433767,0.087216575,0.109585337,170.414916,103.2418584,62,cell,NADH,FAD,CD4 Spleen FOV3
1345,201,13.43902439,129.5287268,1417.317195,90.14133415,0.859326659,7.341463415,186.2329146,1489.182244,87.71531707,12.28468341,1.177312537,0.651700688,258.1393421,324.5883692,4.313054489,36.56844481,273.9843576,3.271409291,0.11106976,3.44680835,56.06579717,600.4969014,4.666900373,4.666900166,0.125003904,0.122288188,89.08062397,67.02285137,41,cell,NADH,FAD,CD4 Spleen FOV3
1346,202,15.45138889,143.0635507,1383.748097,85.48652292,1.087250257,9.5,188.2916028,1598.150486,88.31980556,11.68019604,1.096447326,0.617483312,332.3500625,350.7297782,6.391460497,65.89161199,353.6915335,6.388982209,0.128427535,3.888300544,65.43892154,340.7971821,2.889200763,2.889198596,0.118568224,0.10477532,173.2540598,102.594061,144,cell,NADH,FAD,CD4 Spleen FOV3
1347,204,12.80952381,139.9686952,1720.178571,84.8617619,0.951218238,9.761904762,164.7035714,1789.646667,92.34678571,7.653216667,1.002170095,0.574775294,383.6878404,290.0505117,6.054907494,37.06589885,344.0585885,3.439309714,0.13312575,5.146889953,36.29506649,404.0533424,1.301655587,1.30166638,0.064383652,0.100944965,112.9292527,72.97970831,21,cell,NADH,FAD,CD4 Spleen FOV3
1348,205,12.06060606,102.4055152,1609.618818,92.69672424,1.073537303,6.212121212,236.4999697,1921.037485,89.70483939,10.29516485,0.906872697,0.665903272,204.6781904,389.9095368,5.279319286,24.62636276,444.7640756,3.838331295,0.079458125,4.270228154,42.94716061,678.7356414,3.827551478,3.827547318,0.071096494,0.129002745,75.73701245,66.65145126,33,cell,NADH,FAD,CD4 Spleen FOV3
1349,207,15.8,262.0433333,2145.399333,87.16931333,1.033180267,9.266666667,204.4033133,1709.854733,88.26417333,11.73581933,0.9351686,0.62213841,500.921949,360.4811626,7.389181281,91.60766192,389.3655686,2.961768791,0.05701988,4.757950739,49.86223251,506.4725003,5.627816599,5.627822147,0.05645094,0.13023241,121.4373178,64.16682552,15,cell,NADH,FAD,CD4 Spleen FOV3
1350,208,18.93023256,403.9671163,2467.046744,79.36384651,1.118937209,11.86046512,256.2216512,1779.335349,83.26233488,16.73766512,0.971923488,0.614626446,804.6668635,503.4713409,6.716700398,137.6692101,633.2100087,5.765361795,0.180461539,5.276097924,45.4938602,277.9529845,3.457334878,3.457334878,0.103967951,0.090436526,166.2128461,56.79102994,43,cell,NADH,FAD,CD4 Spleen FOV3
1351,210,13.35294118,339.3083529,2284.915882,86.53363529,0.998048824,9.176470588,177.0187647,1303.311824,86.71768235,13.28231059,1.100527588,0.594076116,581.855573,315.0078216,5.700232193,115.9692579,779.9190294,4.230961319,0.113442479,5.670486025,21.64246187,348.0789176,3.949933377,3.949943765,0.083930384,0.137790315,130.7411063,19.25199996,17,cell,NADH,FAD,CD4 Spleen FOV3
1352,211,11.11111111,181.1569296,1740.509259,89.07972222,0.974259852,8.333333333,179.5307667,1076.423296,83.04318889,16.95680889,1.075734778,0.590896593,349.4244564,299.027917,3.785938897,89.81150959,351.5674684,6.115582643,0.117474024,4.472135955,102.0098691,432.7367581,11.01683,11.01683168,0.139495045,0.144288352,180.3106566,130.6356179,27,cell,NADH,FAD,CD4 Spleen FOV3
1353,213,21.75308642,531.6398272,2150.905432,78.96998148,0.902353395,11,249.8542716,1624.227654,80.4802963,19.51970309,0.952204432,0.669653147,861.6226318,506.3816894,8.883314224,177.6473017,400.4131716,6.26494914,0.099423591,5.601339126,50.59235979,202.9405788,7.622827932,7.622829141,0.097988105,0.075086051,168.0125284,114.7400173,81,cell,NADH,FAD,CD4 Spleen FOV3
1354,214,16,311.4296316,1686.245263,77.08078421,0.918515368,9.789473684,318.6215789,1622.961579,84.47249474,15.52750526,0.991909263,0.615671831,610.5035327,497.4736176,6.064468466,77.67918517,387.5669138,6.756877361,0.079619594,3.536774227,76.81784816,690.5671936,4.722832541,4.722833328,0.086049089,0.112078194,70.1461707,84.75895892,19,cell,NADH,FAD,CD4 Spleen FOV3
1355,216,23.13513514,415.7484865,2247.778649,76.70993514,1.013022811,13.27027027,261.9722973,1804.347568,80.29528919,19.70471081,1.019181811,0.629599842,830.015235,556.3625429,13.37942484,76.18114157,388.3864334,4.397910198,0.069026597,6.842062102,24.50021134,268.3188866,4.693727591,4.693727591,0.122957305,0.109268181,80.39794803,45.92335865,37,cell,NADH,FAD,CD4 Spleen FOV3
1356,217,11.19230769,139.3230538,1601.148038,92.77179615,0.992146192,8.769230769,152.5419885,1125.703962,91.29138077,8.708616154,0.899506346,0.555752489,252.2380151,239.3045958,4.996152366,45.96134777,547.5127869,3.504619994,0.115293218,3.870996691,32.97432141,195.6161792,3.889064879,3.889068227,0.084377799,0.093916999,115.8329139,73.96896219,26,cell,NADH,FAD,CD4 Spleen FOV3
1357,219,16.60784314,207.4793529,2137.208627,90.47003725,1.056433529,13.11764706,167.1705098,1528.066667,91.25661373,8.743381961,0.915540882,0.566450277,387.4629401,283.8365944,8.197751963,47.04707135,401.9129456,1.834779045,0.131428155,8.52911967,12.14881208,191.0694371,2.197892809,2.197892704,0.099432567,0.116230524,68.22605964,22.48218421,51,cell,NADH,FAD,CD4 Spleen FOV3
1358,220,12.77777778,191.5547944,1753.593889,86.82019444,1.004372389,8.277777778,183.5567778,1687.375,88.71671111,11.28328833,0.996089722,0.594354629,401.5851667,353.3123551,5.374838499,120.971785,364.4551754,6.681894083,0.125549334,2.8034759,42.41056122,287.5848277,2.290768061,2.290767977,0.072558205,0.120339527,229.5379725,78.63139629,18,cell,NADH,FAD,CD4 Spleen FOV3
1359,222,21.08196721,370.6540246,1974.975574,77.01341803,1.017688221,12.97540984,300.8953033,1700.190885,81.40516148,18.59483885,1.028411303,0.621358094,726.7343723,553.8708417,11.01133163,159.5550973,463.7833297,6.630256874,0.100843112,7.33210208,73.21404886,329.2740166,4.315714889,4.315714152,0.115128196,0.103482805,192.6193,84.55588621,122,cell,NADH,FAD,CD4 Spleen FOV3
1360,223,20.95238095,457.583,2590.958095,79.01087143,0.957913048,11.33333333,268.6637143,1717.070952,84.3143619,15.6856381,1.20743319,0.649342622,885.4446017,495.3597705,5.713809504,113.8124939,629.1945096,4.302641329,0.093975198,3.568379651,65.20906346,294.2788441,3.495974296,3.495974296,0.147080312,0.065317667,144.4562175,118.6990726,21,cell,NADH,FAD,CD4 Spleen FOV3
1361,225,22.6097561,393.782,2159.555122,79.2076561,1.019302024,18.73170732,240.4928049,1930.713415,87.3376878,12.66231268,1.003118415,0.549054254,765.0746862,451.4696882,11.75559026,242.1701669,608.5778261,7.427195401,0.10210135,10.79588901,45.74701644,444.6995733,1.63748163,1.637480587,0.082488063,0.111448648,343.1269444,84.48649574,41,cell,NADH,FAD,CD4 Spleen FOV3
1362,226,22.02777778,331.2021389,1545.473889,79.36358611,1.036532528,19.36111111,199.0798611,1435.756667,86.97739722,13.02260583,1.102601778,0.540964024,575.1547649,358.4810492,12.47279579,219.656287,322.0442512,5.935783594,0.141151822,12.86668517,29.78879695,137.1614963,4.033748056,4.033744188,0.10030209,0.083484786,190.0665555,74.45684012,36,cell,NADH,FAD,CD4 Spleen FOV3
1363,228,18.8627451,361.8858431,2098.368627,79.72239412,0.928367235,12.41176471,241.2944118,1618.254118,86.34522745,13.65477137,1.089410451,0.599928184,704.9193435,419.8821785,9.505828965,74.55157295,397.0755664,5.263871372,0.117480716,6.776950555,51.02381945,424.3552352,4.522801467,4.522802989,0.133945469,0.109533485,131.3874879,88.32684624,51,cell,NADH,FAD,CD4 Spleen FOV3
1364,229,30.66666667,249.7942917,1493.635208,81.84564375,0.995047625,45.47916667,313.6189375,1825.9725,87.49570208,12.50429667,0.933592479,0.411093774,471.9921377,501.3832523,8.359816076,44.56411399,238.2420588,2.462994963,0.131356547,15.13905698,15.53934516,127.7254919,1.247185458,1.247188101,0.086119164,0.06998583,63.85552352,11.8051598,48,cell,NADH,FAD,CD4 Spleen FOV3
1365,231,17.85964912,334.2490158,2258.808772,85.69199825,0.971781333,10.85964912,325.5845439,2244.905965,87.61788772,12.38211386,1.022497193,0.618821785,602.9616302,559.4949114,10.47350159,166.7340994,432.4374777,5.626710622,0.080752489,6.226207848,105.0555954,451.914125,4.478752877,4.478751005,0.088984188,0.101418096,244.4461856,175.6587576,57,cell,NADH,FAD,CD4 Spleen FOV3
1366,232,33.1,375.17104,1779.0838,79.104616,1.10875056,35.62,308.9635,1797.5148,88.264276,11.7357248,0.97702138,0.512461916,660.2889587,482.5770869,14.8492424,42.14136912,268.9410339,4.007110528,0.117774858,23.27465995,17.76592174,116.9484483,1.171556433,1.171555181,0.082128437,0.104798067,40.23567515,19.3815777,50,cell,NADH,FAD,CD4 Spleen FOV3
1367,234,18.85294118,316.2066471,1837.160882,82.28310588,1.021866941,13,248.4558529,1552.063824,83.75635294,16.24364706,1.070067912,0.604954275,579.9330196,459.0836317,8.209869718,133.5830671,344.5823538,6.371696031,0.110578966,9.710974735,108.963855,248.5019153,4.768649539,4.768649539,0.118539245,0.089908611,190.5282927,138.0284017,34,cell,NADH,FAD,CD4 Spleen FOV3
1368,235,26.37777778,405.1178222,2161.912667,80.36587444,1.020711667,16.54444444,328.9147667,1892.066667,85.91164556,14.08835367,1.047985178,0.615369155,739.8126897,543.9287492,10.73017145,111.4824922,523.0872348,4.787713605,0.0773504,7.453467802,29.83455493,280.3304741,2.491775854,2.491777211,0.133451091,0.06901547,157.758844,35.60902676,90,cell,NADH,FAD,CD4 Spleen FOV3
1369,237,16.86666667,396.0728,2328.535333,81.84092667,1.167596133,10.46666667,204.5808667,1935.249333,86.21946667,13.78053333,1.0226804,0.619121452,712.7853157,442.4263754,8.175456883,138.7708852,736.098389,6.190898506,0.110265922,6.162868843,43.13575762,215.8375423,2.083361577,2.083361577,0.058984183,0.121808937,137.1767376,79.63362945,15,cell,NADH,FAD,CD4 Spleen FOV3
1370,238,10.2,226.0402,1686.562,84.39144,1.1049942,7.2,187.1638,1699.764,90.1326,9.867406,1.0843182,0.59748194,452.9021163,336.0451941,1.923538406,48.45062185,177.1932234,4.323207532,0.153210386,3.346640106,22.45057328,184.8688501,0.839947287,0.839940996,0.202447517,0.165264651,114.6960481,39.08921849,5,cell,NADH,FAD,CD4 Spleen FOV3
1371,240,12.33333333,230.0113333,1940.916667,81.0491,0.971849667,8.166666667,324.7743333,3204.323333,92.44746667,7.55254,0.941161667,0.59452234,550.4458471,533.8363139,3.265986324,108.573327,582.3248314,2.562965506,0.119031769,1.169045194,20.11816658,487.4465729,2.065250145,2.065237048,0.120279486,0.073296324,191.4822015,39.36293764,6,cell,NADH,FAD,CD4 Spleen FOV3
1372,241,22.93939394,622.1106364,3015.794545,82.40228182,1.020262636,13,402.8827879,2644.976061,84.27046667,15.72953333,1.038309,0.635672149,1028.932845,746.5411134,12.36663706,137.4480681,518.5834532,3.925140295,0.115976636,7.599342077,80.22694841,496.1943575,2.835003189,2.835003189,0.115460975,0.118826953,124.6092615,94.05850919,33,cell,NADH,FAD,CD4 Spleen FOV3
1373,243,11.30434783,140.9828391,1624.832609,89.27883043,1.252675174,6.782608696,162.7028696,1566.854783,86.96236957,13.03762739,0.940861565,0.623956037,295.6443453,339.2417262,4.116869758,87.45657172,585.5034782,4.887954811,0.170822531,3.103612583,44.0539734,201.8077478,4.462041132,4.462044991,0.083007192,0.141430275,164.4770604,78.84139658,23,cell,NADH,FAD,CD4 Spleen FOV3
